,text,sentiment
650,"""Niestety pad nie sprawny, cały proces reklamacyjny nie jasny, brak zwrotu kosztów za wysyłkę(mimo, ze prosili o zatrzymanie dowodu wysylki i na jej postawie mial byc zwrot, ale po calym procesie temat umarł nie wiadomo do kogo sie zwrocic), koniec koncow otrzymalem pada o innym numerze seryjnym i zero informacji o tym co zostalo wykonane/naprawione. Do tego wysłalem pada w oryginalnym opakowaniu tak jak sobie zyczyli wraz z calym ""wkladem"" a otrzymalem z powrotem zawinietego w folie.""",negative
651,"""Towar zapakowany w foliową torbę - wszystko pogniecione i porozrywane. """,negative
652,"""Coś okropnego towar opłacony z góry a nie przesyłka nie mogła dojść przez miesiąc czasu. Nie polecam jeszcze non stop człowiek musiał wydzwaniać i pisać kilkanaście reklamacji. Coś okropnego!!!!!! """,negative
653,"""Złożyłam zamówienie 31.06. dziś 15.06. wciąż czekam na przesyłkę """,negative
654,"""Niestety nie polecam tej maszynki. Jest nieprecyzyjna,  stopa bardzo się grzeje, wręcz jak strzeże krótko to parzy.  Drugi raz bym jej nie kupił. """,negative
655,"""Absolutnie nie polecam.Mop zakupiony 18 mają otrzymałam dopiero 8 czerwca.Sprzedający bagatelizował moje zapytania,musiało interweniować allegro. """,negative
656,"""Duże problemy z odyskaniem pieniędzy za zwrócony telewizor. Przelew poszedł dopiero po założeniu sporu na Allegro.""",negative
657,"""nie polecam sprzedawcy tusze przyszły w porozrywanych opakowaniach ,rysa papieru także paczka wogule nie zabezpieczona  jaka paczka taka ocena""",negative
658,"""Produkt zwrócony, przelew zwrotny niby wysłany ale w praktyce nie, sprzedający nie odpowiada na wiadomości i dyskusje.  Mocno nie polecam""",negative
659,"""Wysłany został inny kolor niż wybrany w zamówieniu oraz opakowanie było całe zniszczone pomimo odebrania paczki w bardzo dobrym stanie. """,negative
660,"""Totalna porażka. Towar uszkodzony i zwodzenie klienta, nie odpisywanie na e-mail i sprzeczne informacje od konsultantów!!!""",negative
661,"""brak kontaktu,brak przesyłki.Zaplaciłam za przesyłkę miesiac temu i do dzisiaj brak zwrotu pieniedzy .nienodpowiada na maile. """,negative
662,"""Kupilem 500 Dostalem  250 Gb""",negative
663,"""Oferowana bateria zgodnie z opisem nie jest firmy DEANTE, tylko tańszym produktem tej marki. Brak informacji """,negative
664,"""Towar niezgodny z opisem, mikrofalówka miała być srebrna i szara, a cała jest czarna, sprawa załatwiona polubownie, ale z pomocą allegro, firma sama od siebie nie odzywała się do mnie, dopiero po groźbach ze strony allegro podjęli rozmowę i przyznano mi rację, jednak po niewielkiej obniżce towar niezgodny został u mnie, rozczarowali mnie tym że nie było propozycji zamiany na odpowiadający mi artykuł, lub jeśli go nie mieli to przyjęcie towaru i zwrot pieniędzy, niesmak pozostał.""",negative
665,"""Mop słabej jakości. Rozmazuje płyn na podłodze. Polecam  mopy ze spryskiwaczem  ale innych tańszych firm. Mop wystawiony przez Oleole jako produkt nadający się do odbioru w paczkomacie Inposta. Po kilku dniach od zakupu dzwoni Inpost, że  niestety nie da rady go umieścić w paczkomacie bo jest za duży i przekierują  paczkę na adres domowy. Kilka niepotrzebnych dni czekania.... Miał być na prezent przyszedł kilka dni po  czasie. Przez ten czas Infolinia ole ole nie ma informacji o statusie paczki""",negative
666,"""Czas wysyłki 24 h podawany w opisie akcji to ściema .  To miał być prezent a  po 10 dniach  sprzedawca  zwraca pieniądze i odstępuje od tranzakcji.  Zdecydowanie nie polecam . """,negative
667,"""Brak dowodu zakupu""",negative
668,"""słabej jakosci maszyna do popcornu łucznik. Przegrzewa sie, przestaje dzialac, strzela na wszystkie stronyrozżarzonymi ziarnami kukurydzy. Sprzedający nie odpowiedział na negatywną opinię o produkcie. Szybka wysyłka. """,negative
669,"""Z przykrością wys5awiam komentarz negatywny, było to moje drugie zamówienie na stronie oleole jak z pierwszego byłam bardzo zadowolona tak za drugim razem strasznie się rozczarowałam. Komunikacja z działem obsługi tragedia czas oczekiwania na reklamację,,miesiąc'' sprawa miala zostac skierowana do rzecznika praw konsumenta.Proszę być zadowolonym z  łagodnego wystawienia komentarza. Ostatni raz zrobiłam zakupy na tej stronie. Szczerze nie polecam. """,negative
670,"""Nigdy nie miałem do czynienia z tak beznadziejnym sklepem. Zależało mi na szybkiej wysyłce, kilku części do komputera od 7 różnych sprzedawców. Jedynie oleole nie udało się wysłać przesyłki na drugi dzień po opłaceniu. Po trzecim dniu od zapłaty kontaktowałem się telefonicznie ze sklepem i otrzymałem informację, że kurier nie przyjeżdża do nich bo koronawirus i nie wiedzą kiedy przyjedzie haha. Odstąpiłem od umowy i zamówiłem z innego sklepu, który oczywiście wysłał paczke bez problemu.""",negative
671,"""Towar nie dotarł. Sprzedawca wystawia na aukcjach towary, których nie posiada. Miałem otrzymać przesyłkę do 2 dni od zamówienia. Gdybym po tygodniu nie odezwał się osobiście, nie wiem czy ktoś zajął się sprawą - status aukcji pozostawał na zakończonej płatności. Po moim telefonie dostałem informację, że zamówienie jest kompletowane, po kilku kolejnych dniach, że nie ma towaru. Środki udało się odzyskać po dwóch tygodniach, gdy zagroziłem zgłoszeniem sprawy na policję.  Zdecydowanie nie polecam.""",negative
672,"""Odkurzacz nigdy nie został wysłany.""",negative
673,"""Zgodny z opisem, działa ale brak paragonu czyli brak gwarancji. """,negative
674,"""Zmywarka niestety nie działa. Brak reakcji ze strony sprzedawcy.""",negative
675,"""Brak słów !!!""",negative
676,"""Towar do mnie nie dotarł, nawet nie wyszedł z OleOle, wyjaśnienie sprawy i zwrot pieniędzy zajęło im miesiąc, musiałam posiłkować się pomocą Allegro, by cokolwiek wskórać. Nie polecam, komunikacja i obsługa bardzo słaba. """,negative
677,"""Długo dochodziło. Dopytując się dlaczego tak dlugo. Zostałem olany. Dopiero dyskusja przez allegro rozwiązała problem. Doszło. Prawie 160zl za tusz oryginalny HP. Problem w tym że termin na opakowaniu został nie cały miesiąc. Oddałem. Często zamawiałem od Ole Ole bez problemu. Oby to nie znaczyło że sklep spada z obsługą i jakością. zobaczymy. """,negative
678,"""Klawiatura nie warta tych pieniędzy tragedia nie polecam""",negative
679,"""Garnki powyginane jakby z odpadu. Paczka cała wiec uszkodzenie to nie poswstalo w transporcie. Ogólnie tandeta na maxa, na pewno nie Kęty o oryginalny tefal, ludzie nie kupujcie od tego sprzedającego """,negative
680,"""Myślałam że za tę cenę będzie lepszy sprzęt. Bardzo brzydko pachnie po otwarciu, ma dużą siłę a nie przekłada się na jakość nie polecam!!!""",negative
681,"""Towar wysłany własną firmą kurierską . Towar zostawiony na ulicy. Ciężko było zrobić kurierowi krok przez próg . Nie polecam!!!!""",negative
682,"""Towar dostarczony w worku foliowym, niezabezpieczony niczym. Dotarł do mnie całkowicie uszkodzony. Po zwrocie towaru poprzez Allegro sklep ponownie żądał ode mnie zwrotu towaru i dodatkowych działań odnośnie odstąpienia od umowy kupna. W końcu otrzymałam zwrot środków za zakup, ale trwało to bardzo długo. Od informacji o zwrocie pieniędzy minęło ponad 2 tygodnie do otrzymania środków. NIE POLECAM!""",negative
683,"""Przyszedł uszkodzony, odłamana rączka""",negative
684,"""mop sam w sobie całkowicie zgodny z opisem. Natomiast kontakt i wymiana towaru (wysłany omyłkowo inny model) to totalna porażka. Gdyby nie spór w Allegro to nadal bym czekała niewiadomo ile. Sprawa się ciągnęła od 13 maja i zakończyła dzisiaj.   Mop świetny i bardzo polecam, natomiast zakupy u sprzedającego odradzam w 100%.  """,negative
685,"""Ukryte koszta domagali się opłaty za przesyłkę mimo że była kupiona w smart """,negative
686,"""Stanowyczy negatyw, ludzie z dalala od tego sprzedawcy!!!, wysyła wadliwy towar a pózniej chce obciążyć klienta 40% wartości produktu nie mówiąc już o zwrocie""",negative
687,"""Kontakt w sprawie reklamacji zakupionego towaru przez Allegro TOTALNA PORAŻKA!!! Otrzymałam przeterminowany tusz, zgłoszenie otrzymało kilka numerów zgłoszenia, kilku opiekunów. CHAOS!!! kontakt telefoniczny również nie pomógł. Kurier odebrał przeterminowany tusz i obiecano wymianę na nowy, zamiast tego otrzymałam dziś fakturę korygującą, zwrot pieniędzy zamiast wymiany na nowy jak mi obiecano telefonicznie!. NIE POLECAM!""",negative
688,"""dość że za paczkę kurierską czekalem tydzień czasu to na dodatku nie otrzymałem podkładki. nie polecam!!!!!!!!!!!!""",negative
689,"""3 tygodnie i nie otrzymalam paczki !!!  Nie odpowiadają na wiadomości, nie polecam !!!""",negative
690,"""zakupy za 1100 zł m. in. monitor, kawa i 5 ryz papieru. towar przychodzi w 7 przesyłkach, każda osobno. nie napisali w opisie ze kazda ryza pakowana osobno bo po co wysylac w kartonie po 5 szt jak inni. calkowita niezgodnosc z opisem. każda ryza papieru zapakowana osobno worek. kazda ryza uszkodzona, poobijana. zdjecia i wysyłam reklamacje. z olele piszą w odpowiedzi czy byl sporzadzony protokol szkody. pisze w od ze nie. oleole piszą że do zamowienia byla faktura i to ja odpowiadam za pake. """,negative
691,"""Procesor wysłany w papierowej kopercie. Koperta cała porwana i zgnieciona wraz z zawartością. Sprzedawca odmówił wymiany na nowy pokrętnie się tłumacząc. Po paru tygodniach przepychanki oddali pieniądze. Dobry klient, który płaci i nie wymaga. Niestety nie mogę polecić.""",negative
692,"""Czajnik przyszedł uszkodzony. Proces  reklamacyjny trwał prawie 4 tygodnie. Dzwoniłem, pisałem, aż końcu okazało się, że drugiego takiego już nie ma na magazynie. Żadnej rekompensaty, jedynie przeprosiny i zwrot pieniędzy na konto. Stanowczo odradzam!!""",negative
693,"""Niestety produkt przyszedł z niedziałającym głośnikiem. """,negative
694,"""Nigdy nie spotkałam się z takim traktowaniem klienta Pani na infolinii olewka totalna Pan dostawca cham gbur i inne epitety rozlacza się podczas rozmowy traktuje klienta jak psa nigdy więcej tego sklepu NIGDY""",negative
695,"""Kamera nie współpracuje z Windows 10. Próba instalacji na 3  różnych komputerach. Wyświetla obraz bardzo niskiej jakości, ziarnisty i zaszumiony. Głos jest cichy i zniekształcony do najdalszych granic możliwości.. Instslacja sterowników ze strony producenta niczego nie wnosi a cały pakiet sterowników ma objętość ok. 300 MB!""",negative
696,"""Przesyłka dostarczona na ulicy... Sam nie miałem szans wnieść 55 calowego ekranu. Musiałem Panom dodatkowo zapłacić  za wniesienie na miejsce(Panowie twierdzili że usługa jest dodatkowo płatna). Nigdzie nie widziałem informacji ""Kurier dostarcza tylko na ulice przed blok"".   Jeśli zamawiacie przygotujcie się ,że będziecie musieli dopłacić lub sami wnieść sprzęt.""",negative
697,"""Nie polecam zakupów na tej stronie ponieważ dostałam towar inny niż zamawiałam a cały proces zwrotu i otrzymania właściwego towaru trwał 2 tygodnie.""",negative
698,"""Towar otrzymałem po 3 tygodniach,  długim pisaniu maili i w końcu interwencji Allegro....Brak słów. Suszarka w końcu dotarła - zero jakiegokolwiek opakowania, zgubiony 1 element ... Brak słów. Szkoda nerwów i czasu na pisanie maili""",negative
699,"""Firma zwleka z oddaniem środków na konto pomimo określonego ustawowo terminu.""",negative
700,"""Zero kontaktu z klientem, towar nie został dostarczony. """,negative
701,"""nie polecam""",negative
702,"""To jest skandal !!   Dziecko otwiera swój prezent a okazuje się że pudełko jest puste !!! brak słuchawek w opakowanianiu.  Brak słów, nie mam czasu na telefony i wyjaśnianie sprawy ze sprzedawcą !   """,negative
703,"""Czekałem na wysyłkę 1,5 miesiąca, kontaktowałem się kilkukrotnie z biurem obsługi bezskutecznie, nie umiano mi wyjaśnić dlaczego czekam na przesyłkę tyle czasu. Pomogło dopiero zgłoszenie reklamacji.""",negative
704,"""dostałem zupełnie inny towar niż kupiłem. zdecydowanie nie polecam...""",negative
705,"""Odradzam zakupów w tym sklepie. Urządzenie dotarło do mnie z pęknięta rączka. Po zgłoszeniu reklamacji czas oczekiwania masakryczny. Po otrzymaniu kolejnego wymienionego sprzętu okazało się ze w nowym urządzeniu jest dziura w obudowie. Zgłoszona kolejna reklamacja i żądanie zwrotu pieniędzy. """,negative
706,"""Paczka miała być nadana w ciągu 24h co nie nastąpiło. Po kilku dniach otrzymałam wiadomość, że przesyłka została anulowana z powodu rezygnacji klienta, co było nieprawdą. Po skontaktowaniu się z infolinią nie udzielono mi informacji o przyczynie niezrealizowania mojego zamówienia. Po wysłaniu maila dostałam informację, że OleOle ""nie jest w stanie zweryfikować tej sytuacji"". Odmówiono mi także skierowania paczki ponownie przez InPost. """,negative
707,"""Tablet wysłany z terminowym  sporym poślizgiem, ustalenia co sie dzieje z paczką zajęło sprzedawcy kilka dni mimo licznych ponagleń. Jak się okazało przesyłka najprawdopodobniej zaginęła tablet nadano do mnie ponownie, szkoda tylko że po czasie na jaki go potrzebowałem ( prezent) """,negative
708,"""przeszło miesiąc czekania i towaru brak pieniądze odeslali  na tyle jeszcze dobrze  """,negative
709,"""Zakup, przelew natychmiast. Ponad 2 tygodnie czekałam, zeby dowiedzieć się że jest jakiś problem na magazynie. Dowiedziałam się że dokonałam poprawnej transakcji, przelew zaksięgowany, towar dostępny, ale magazyn nie może wydać... Panie na infolinii oczywiście bardzo miłe, ale nie potrafiły pomóc w żaden sposób.  Pieniądze zostały zwrócone, ale szkoda czasu, zachodu i czekania.""",negative
710,"""Patelnię dostałem z małym odpryskiem (lub zadrapaniem) na teflonie. Zwrot pieniędzy otrzymałem w regularnych 14 dniach, więc przynajmniej tutaj plus.""",negative
711,"""Mimo prośby o zapakowanie produktu i ochronę pudełka przed zniszczeniem (urządzenie miało być na prezent) list przewozowy został po prostu naklejony na oryginalne opakowanie. Także prośba o papierową fakturę nie został zrealizowany (nie mam gdzie wydrukować ). Żadna z próśb do sprzedającego nie została zrealizowana mimo zgłoszenia. Sprzedające nie ustosunkował się także do zgłaszanych uwag.  Pieniądze wpłynęły do sprzedającego i cel zysku został zrealizowany, klient został zlekceważony w 100%. """,negative
712,"""Przesyłka dotarła uszkodzona  - po kontakcie z infolinią zostalem poinstruowany, że mam zglosic rekojmię - towar wrócił po 2 tygodniach z informacją,ze wady nie stwierdzono - a ta dalej występuje (nie działa mikrofon). Z uwagi na termin realizacji rękojmi, nie mam mozliwości skorzystać z prawa zwrotu.""",negative
713,"""brak jakichkolwiek informacji, juz kilka dni po wpłacie a towaru lub informacji o wysyłce ciagle brak""",negative
714,"""Zamówiłem kolor czerwony, dostałem czarny. Dysk był na prezent, jak się okazało nieudany. Ole ole ole... cię kliencie.""",negative
715,"""towar kompletnie nie zabezpieczony na czas transportu. Owinięty zwykłym streczem. Skutkiem takiego zabezpieczenia była połamana rączka. Nie ma informacji, że towar nie mieści się w paczkomacie(opcja, z której skorzystałem). Dostałem przesyłkę kilka dni później po tym jak otrzymałem sms, że paczka nie mieści się w paczkomacie. W przypadku tego mopa nie powinno być w ogóle możliwości zamówienia do paczkomatu. Mop jest wysyłany w całości. nie składa się i przez to jest narażony na połamanie.""",negative
716,"""Produkt przyszedł uszkodzony oraz fatalnie zapakowany, konwersacja zwrotną trwała dlugo za długo """,negative
717,"""NIE POLECAM - nie dostałam kompletnego sprzętu-brak drążka teleskopowego, nie mam możliwości używania sprzętu. Mija 3 tydzień a ja nadal go nie nam. Gdy dzwonię lub pisze otrzymuje inną wiadomość, pracownicy kompletnie nie kompetentni, każdy ma inne procedury na reklamacje!!! Nie polecam tego sklepu!!! Wada - nigdy nie jestem w stanie załatwić reklamacji z jedną osobą, która sprawnie załatwi problem. Jestem przekonana, że pracownicy działu reklamacji mają gdzieś.!! załatwić sprawnie reklamacje.""",negative
718,"""Zakupy od tego sprzedawcy to porażka kupiłem zestaw garnków +patelnia.Przysyłają tylko garnki. Przez dwa tygodnie meilowe przepychanki żeby wywalczyć brakującą patelnie, w końcu zgodzili się na wymianę zestawu na zestaw który zamawiałem poczym przysyłają to samo czyli garnki bez patelni. Nie polecam""",negative
